Username,timestamp,tweet_text,Location
https://twitter.com/Saeed_Hajeri,2019-04-29 07:18:40+00:00,b'\xd8\xaa\xd9\x88\xd9\x8a\xd8\xaa\xd8\xb1 \xd9\x85\xd8\xb5\xd8\xa7\xd8\xa8 \xd8\xa8\xd8\xa5\xd9\x86\xd9\x81\xd8\xb5\xd8\xa7\xd9\x85 \xd8\xa7\xd9\x84\xd8\xb4\xd8\xae\xd8\xb5\xd9\x8a\xd8\xa9\xe2\x80\xbc\xef\xb8\x8f  #\xd8\xb4\xd9\x8a\xd8\xb2\xd9\x88\xd9\x81\xd8\xb1\xd9\x8a\xd9\x86\xd9\x8a\xd8\xa7  #schizophrenia',Abu Dhabi
https://twitter.com/MEMBS_Org,2019-04-25 17:41:07+00:00,b'\xd8\xaa\xd8\xad\xd8\xaf\xd9\x8a\xd8\xaf 104 \xd8\xac\xd9\x8a\xd9\x86 \xd8\xb0\xd8\xa7\xd8\xaa \xd9\x85\xd8\xb9\xd8\xa7\xd9\x85\xd9\x84 \xd8\xae\xd8\xb7\xd9\x88\xd8\xb1\xd8\xa9 \xd8\xb9\xd8\xa7\xd9\x84 \xd9\x81\xd9\x8a \xd9\x85\xd8\xb1\xd8\xb6 \xd8\xa7\xd9\x84\xd9\x81\xd8\xb5\xd8\xa7\xd9\x85 \xd8\xa8\xd8\xa7\xd8\xb3\xd8\xaa\xd8\xae\xd8\xaf\xd8\xa7\xd9\x85 \xd8\xa8\xd8\xb1\xd9\x86\xd8\xa7\xd9\x85\xd8\xac \xd8\xad\xd8\xa7\xd8\xb3\xd9\x88\xd8\xa8\xd9\x8a \xd9\x85\xd8\xb7\xd9\x88\xd8\xb1 A Computational Framework Identifies 104 High-Risk Genes for Schizophrenia - https://t.co/wCepnrDpFA via @shareaholic',Dubai Academic City ( DIAC )
https://twitter.com/JijiTheHeartist,2019-04-25 16:39:09+00:00,"b'It seems like i\xe2\x80\x99m the only one who\xe2\x80\x99s unhappy about today\xe2\x80\x99s Psychiatry OSCE :\xe2\x80\x99) My examiner sucked, my patient was the worst i\xe2\x80\x99ve ever met, and i picked the wost 2 cases, Anxiety and Schizophrenia.. https://t.co/FNJ9NXXxeR'",United Arab Emirates
https://twitter.com/nootropix_info,2019-04-25 12:16:01+00:00,"b'""Supports Central Nervous System, Neuroprotective Against Degeneration, Improves Cognitive Function, Attention &amp; Mood, Improves Memory, Helps Schizophrenia, Bipolar &amp; Autism, Increases Energy, Athletic Performance &amp; Power Output &amp; Speeds up Recovery."" https://t.co/nIoBUiaVgI https://t.co/afDm3TfWqy'","Dubai, United Arab Emirates"
https://twitter.com/archangel_jean,2019-04-23 23:58:09+00:00,b'@SadellaWallis Schizophrenia',"Dubai, United Arab Emirates"
https://twitter.com/100wrdeh,2019-04-23 06:10:47+00:00,b'@Salaseelo1 Yea especially people who have  schizophrenia on social media \xf0\x9f\xa4\x94',Abu Dhabi
https://twitter.com/I7I7_I,2019-04-22 21:52:42+00:00,"b'It\xe2\x80\x99s worth,, to feel pain, suffering, Schizophrenia, pressure, Crushing, Dropp off, Collapse..//; that\xe2\x80\x99s , The Art Of Life , // but in the complex way \xe2\x80\x98 not a lot of human will understand that , Woe to shame.'",", United Arab Emirates"
https://twitter.com/Sno_Osama,2019-04-22 20:26:39+00:00,b'@HshOWkkU I just read about schizophrenia and bipolar and some other conditions with the treatment line \xd9\x88 \xd8\xad\xd8\xb3\xd9\x8a\xd8\xaa \xd8\xa8\xd8\xa5\xd9\x83\xd8\xaa\xd8\xa6\xd8\xa7\xd8\xa8',United Arab Emirates
https://twitter.com/ahmedbinsulayem,2019-04-19 21:25:52+00:00,b'Opinion | He Got Schizophrenia. He Got Cancer. And Then He Got Cured. - The New York Times https://t.co/oxGt0YgkFa',"Dubai, United Arab Emirates"
https://twitter.com/coolrhinoxx,2020-05-30 22:03:00+00:00,"b'@Nurexman @zahraalbishir_ A mental condition characterized by delusions of persecution, unwarranted jealousy, or exaggerated self-importance, typically worked into an organized system. It may be an aspect of chronic personality disorder, of drug abuse, or of a serious condition such as schizophrenia.'",Abu Dhabi (+4)
https://twitter.com/munzir_emad,2020-05-29 02:18:39+00:00,b'Schizophrenia',"Sharjah, United Arab Emirates"
https://twitter.com/zyadelshahidi,2020-05-28 18:56:09+00:00,b'Schizophrenia https://t.co/hBB9FEq9UR https://t.co/bS6lHt2z73',"Dubai, United Arab Emirates "
https://twitter.com/GlobalHRGreg,2020-05-28 04:37:08+00:00,"b'@JohnsHopkins @HopkinsMedicine @Jeopardy ""What is schizophrenia?""'","Dubai, United Arab Emirates"
https://twitter.com/BenthamBooks,2020-05-27 10:58:13+00:00,b'Chapters in Vol. 5:  1. Metabolic Syndrome in #Schizophrenia: Focus on the Role of Antipsychotic Medications and Indications for Therapeutic Drug Monitoring (TDM) Methods  https://t.co/nGb7LetmWe  @AAPSComms @IntDiabetesFed @WorldObesity @NDEP @ObesitySociety @TheEndoSociety',United Arab Emirates
https://twitter.com/HamdanMedical,2020-05-24 13:32:54+00:00,b'The latest GME book series by cags (neurological disorders) has an article on Schizophrenia.   \xd8\xa7\xd8\xae\xd8\xb1 \xd8\xa7\xd8\xb5\xd8\xaf\xd8\xa7\xd8\xb1\xd8\xa7\xd8\xaa \xd8\xa7\xd9\x84\xd9\x85\xd8\xb1\xd9\x83\xd8\xb2 \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a \xd9\x84\xd9\x84\xd8\xaf\xd8\xb1\xd8\xa7\xd8\xb3\xd8\xa7\xd8\xaa \xd8\xa7\xd9\x84\xd8\xac\xd9\x8a\xd9\x86\xd9\x8a\xd8\xa9 \xd9\x85\xd9\x86 \xd8\xa7\xd9\x84\xd8\xb3\xd9\x84\xd8\xb3\xd9\x84\xd8\xa9 \xd8\xa7\xd9\x84\xd9\x88\xd8\xb1\xd8\xa7\xd8\xab\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd9\x85\xd9\x8a\xd8\xb3\xd8\xb1\xd8\xa9 \xd9\x83\xd8\xaa\xd8\xa7\xd8\xa8 \xd8\xa8\xd8\xb9\xd9\x86\xd9\x88\xd8\xa7\xd9\x86 ( \xd8\xa7\xd9\x84\xd8\xa7\xd8\xb6\xd8\xb7\xd8\xb1\xd8\xa7\xd8\xa8\xd8\xa7\xd8\xaa \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb5\xd8\xa8\xd9\x8a\xd8\xa9) \xd9\x88\xd9\x8a\xd8\xad\xd8\xaa\xd9\x88\xd9\x8a \xd8\xb9\xd9\x84\xd9\x89\xe2\x80\xa6 https://t.co/beXHjTToAX',"Dubai, United Arab Emirates"
https://twitter.com/Alert_Alarms,2020-05-22 10:21:00+00:00,"b'@JoeBiden Like you would know Joe. You criticised the early flight bans. Are you alright, Joe? You keep chopping and changing. Have you Schizophrenia?'",UAE
https://twitter.com/AshirvadLobo,2020-05-21 13:15:05+00:00,"b'RT @TEDTalks: ""There are not \'schizophrenics.\' There are people with schizophrenia, and these people may be your spouse, they may be your child, they may be your neighbor, they may be your friend, they may be your coworker."" https://t.co/ELvAndSGOl'",Dubai
https://twitter.com/zealerco,2021-03-23 06:43:17+00:00,"b'@CoProNorfolk As an \xe2\x80\x9cinvisible\xe2\x80\x9d health condition, it receives less attention, but let\xe2\x80\x99s just think about it for a second. We call covid a global health pandemic because it has a mortality rate of c2-3%.. schizophrenia affects 1%.. and it\xe2\x80\x99s barely discussed. \xf0\x9f\xa4\xb7'","London, Lisbon, Dubai"
https://twitter.com/sanalnly,2022-03-28 07:59:46+00:00,"b""NY woman reveals life with a sister's schizophrenia, writes 'love letter' to her https://t.co/cDdS6QpNHR""","Dubai, United Arab Emirates"
